RecordID,DateOfRecord,UserID,FullName,Age,Gender,EmailAddress,Income,MarritalStatus,CountryID,CountryName,Region,ZipCode,RegisteredDate,LastOnline,GameID,GameName,GamePlatForm,GameCategories,ReleaseDate,PaymentType,IncomeByAds,IncomeByPurchase,IncomeBoughtIngameItems,ModifiedDate
89895,2018-02-20,16308,Barbara Gutierrez,10,Female,ckennedy@yahoo.com,4500,Single,2,Japan,Asia,69396,2015-11-11,2017-10-20,20371,Sheppard-Wolfe IhD_1752,SmartPhone/Tablet,Action-adventure games,2015-11-08,Purchase,0.0,578.3,1655.08,2021-08-31 13:29:48
3344,2017-09-24,16707,Michele King,39,Female,debbie31@hotmail.com,150000,Single,9,New Zealand,Europe,74771,2017-01-12,2017-07-31,21823,"Lawson, Valentine and Gray fKg_0094",Xbox,Adventure games,2015-12-23,Purchase,0.0,825.39,1801.59,2021-08-31 13:29:48
64657,2018-01-20,16394,Gregory Ochoa,11,Female,leeshelly@yahoo.com,2500,Single,17,Sweden,Europe,25612,2017-07-07,2017-10-18,20971,"Mack, White and Mcclain ijo_6588",PlayStation,Action-adventure games,2015-12-17,Free,125.96,0.0,4340.8,2021-08-31 13:29:48
81075,2017-10-20,16857,Michael Jackson,31,Male,stacey90@gmail.com,185000,Single,18,France,Europe,89048,2016-06-07,2017-08-01,21326,"Taylor, Rodriguez and Hill Hol_0295",SmartPhone/Tablet,Sports games,2016-01-01,Free,235.78,0.0,2366.43,2021-08-31 13:29:48
5914,2019-01-21,16013,Dawn Austin,12,Female,andrea09@yahoo.com,3500,Single,4,Australia,Australia,89447,2018-05-25,2018-09-30,21147,"Scott, Thompson and Sanchez Fhu_7211",PlayStation,Role-playing games,2015-01-30,Purchase,0.0,921.42,3982.96,2021-08-31 13:29:48
71992,2019-07-14,16191,Sara Gonzalez,24,Male,qchavez@yahoo.com,25000,Single,13,Singapore,Asia,26169,2018-04-15,2019-03-11,20536,Singleton Inc NkW_3537,PlayStation,Strategy games,2017-01-02,Free,299.34,0.0,3255.56,2021-08-31 13:29:48
35394,2019-10-04,16494,Nathaniel Ward,31,Male,uyoung@yahoo.com,125000,Single,18,France,Europe,98134,2018-10-17,2019-05-07,21645,Lyons-Norton Vop_8633,Nitendo Switch,Strategy games,2015-02-05,Free,395.71,0.0,2517.62,2021-08-31 13:29:48
78271,2020-04-23,15759,Brandon Lozano,8,Female,amy63@yahoo.com,2000,Single,3,Taiwan,Asia,73317,2018-01-31,2020-01-06,20990,Kennedy LLC VdN_3539,Nitendo Switch,Puzzle games,2017-04-11,Purchase,0.0,819.31,1161.05,2021-08-31 13:29:48
89228,2020-11-01,16466,William Lopez,34,Male,johnwalker@gmail.com,140000,Married,1,United States,North America,89449,2020-02-28,2020-07-14,21520,Wilson and Sons kXH_6444,SmartPhone/Tablet,Idle games,2019-02-08,Purchase,0.0,502.3,2999.12,2021-08-31 13:29:48
78517,2018-04-27,16791,Sharon Cummings,25,Female,shepardsara@gmail.com,145000,Single,13,Singapore,Asia,79052,2017-10-28,2018-01-11,20738,Rodriguez Ltd fYi_1223,Nitendo Switch,Adventure games,2015-10-02,Free,349.09,0.0,2887.67,2021-08-31 13:29:48
83508,2020-02-08,16429,Brian Green,14,Female,saraconley@hotmail.com,1500,Single,4,Australia,Australia,31513,2019-06-30,2019-11-06,20591,Phillips LLC oXs_3405,PC,Action-adventure games,2016-12-21,Purchase,0.0,968.02,2079.32,2021-08-31 13:29:48
53145,2019-07-13,16469,Wendy Alvarado,10,Female,jessicabarron@hotmail.com,3500,Single,5,South Korea,Asia,27422,2018-10-18,2019-04-17,21740,"Allen, Warner and Bryant jlQ_7081",Nitendo Switch,Strategy games,2016-08-10,Purchase,0.0,890.5,3705.38,2021-08-31 13:29:48
9804,2018-04-25,16101,Teresa Craig,46,Male,omanning@hotmail.com,170000,Single,1,United States,North America,52490,2017-01-04,2017-11-29,21223,Wilson-Smith tGE_0960,SmartPhone/Tablet,Idle games,2016-02-26,Purchase,0.0,571.3,3476.85,2021-08-31 13:29:48
17204,2017-03-09,15904,David Wheeler,5,Female,ulee@hotmail.com,12000,Single,5,South Korea,Asia,47338,2015-07-08,2017-02-03,20460,Patel-Torres vTA_2010,PC,Puzzle games,2015-04-25,Purchase,0.0,102.6,1677.97,2021-08-31 13:29:48
42752,2017-11-27,16485,Kathryn Johnson,31,Male,kimberlylewis@gmail.com,150000,Single,13,Singapore,Asia,57223,2016-10-05,2017-10-23,20448,"Craig, Bennett and Petersen KIN_4356",PC,Sports games,2015-09-10,Free,297.42,0.0,3409.64,2021-08-31 13:29:48
78662,2020-04-02,16820,Billy Murphy,20,Male,qwelch@gmail.com,55000,Married,14,Switzerland,Europe,96274,2018-04-26,2020-02-19,21594,Edwards and Sons gio_3181,PC,Action-adventure games,2018-04-04,Free,250.74,0.0,159.62,2021-08-31 13:29:48
73217,2020-04-30,16450,Megan Steele,39,Male,apace@yahoo.com,70000,Single,20,Ireland,Europe,08933,2017-05-31,2019-12-15,20678,Fletcher-Thomas vUE_4555,Nitendo Switch,Adventure games,2016-03-19,Purchase,0.0,131.61,19.86,2021-08-31 13:29:48
55057,2017-03-24,16787,Elizabeth Butler,10,Female,lucaswilliam@hotmail.com,1500,Single,17,Sweden,Europe,51155,2016-04-27,2016-10-01,20635,Brennan-Ross RtL_7649,SmartPhone/Tablet,Simulation games,2015-06-08,Free,71.7,0.0,159.04,2021-08-31 13:29:48
5169,2020-04-16,16703,Lisa Powell,10,Male,sarah85@hotmail.com,4500,Single,8,Canada,Europe,09123,2017-11-18,2020-02-25,21718,"Anthony, Torres and Lucas jwO_2841",Nitendo Switch,Sports games,2016-08-24,Purchase,0.0,295.98,1561.11,2021-08-31 13:29:48
1549,2020-05-20,16849,Kathryn Carroll,18,Female,iowens@hotmail.com,30000,Single,2,Japan,Asia,95929,2017-11-09,2019-12-11,20721,Dominguez LLC fDe_0971,PC,Sports games,2015-02-27,Purchase,0.0,764.24,1956.16,2021-08-31 13:29:48
24623,2018-08-31,15700,Gina Kline,56,Male,katrina98@yahoo.com,45000,Married,13,Singapore,Asia,35978,2017-02-04,2018-04-09,20559,Sanchez-Pineda WTO_8692,PC,Simulation games,2016-01-21,Purchase,0.0,223.73,4496.43,2021-08-31 13:29:48
54951,2017-07-17,16820,Samuel Campos,35,Female,tim06@gmail.com,195000,Single,16,Denmark,Europe,26732,2015-09-28,2017-05-03,21089,"Ritter, Smith and Aguilar WXG_8405",PlayStation,Role-playing games,2015-05-09,Free,142.82,0.0,2577.08,2021-08-31 13:29:48
89250,2019-07-10,16735,Michael Patterson,49,Male,qwalker@yahoo.com,45000,Married,19,United Arab Emirates,Asia,97207,2019-01-04,2019-03-28,21858,"Young, Flores and Walker VKl_9844",Xbox,Puzzle games,2017-06-25,Purchase,0.0,985.84,1884.44,2021-08-31 13:29:48
24053,2020-06-14,16341,Heather Smith,45,Male,djordan@yahoo.com,85000,Married,8,Canada,Europe,86389,2017-08-22,2020-01-03,20581,"Hansen, Lynch and Weber BQK_4108",PC,Sports games,2016-03-04,Purchase,0.0,783.34,2859.21,2021-08-31 13:29:48
54934,2020-05-29,16319,Joseph Lee,56,Female,michelle84@hotmail.com,125000,Single,7,United Kingdom,Europe,86424,2017-01-05,2019-12-01,21398,Lucero PLC WGt_1640,PC,Strategy games,2015-11-08,Purchase,0.0,159.54,4060.51,2021-08-31 13:29:48
46032,2017-11-04,16233,Morgan Mack,15,Male,halljoseph@yahoo.com,8500,Single,6,Hong Kong,Asia,18270,2016-07-19,2017-05-24,21382,Valentine-Jacobs PZS_3006,PC,Idle games,2015-11-21,Purchase,0.0,610.85,1761.94,2021-08-31 13:29:48
7506,2018-10-17,15790,Brett Patterson,53,Male,gchavez@gmail.com,60000,Single,10,Norway,Europe,51248,2017-11-09,2018-07-04,21812,Casey Group hqL_7849,Nitendo Switch,Puzzle games,2015-11-15,Free,15.3,0.0,2398.92,2021-08-31 13:29:48
56341,2019-10-04,16432,James Torres,14,Male,donna63@gmail.com,10500,Single,10,Norway,Europe,98363,2019-04-18,2019-05-29,21776,Shaw-Gay VvB_4572,Xbox,Strategy games,2015-08-24,Free,272.46,0.0,2017.4,2021-08-31 13:29:48
24334,2018-10-13,15903,Matthew Daniel,19,Male,clifford20@yahoo.com,95000,Married,14,Switzerland,Europe,49854,2018-03-23,2018-06-12,20516,Walker-Pearson nkm_1222,Xbox,Puzzle games,2015-02-08,Free,34.28,0.0,4174.78,2021-08-31 13:29:48
5136,2017-04-24,15645,Cheryl Martinez,14,Female,stevenstewart@gmail.com,2000,Single,4,Australia,Australia,65375,2016-07-30,2016-12-06,20260,Nichols and Sons fkS_7940,Nitendo Switch,Simulation games,2015-03-25,Purchase,0.0,105.68,2941.43,2021-08-31 13:29:48
75665,2017-12-23,15709,Paul Chung,51,Female,bryan37@hotmail.com,140000,Single,19,United Arab Emirates,Asia,31614,2017-02-20,2017-11-14,20310,Johnson-Garcia reX_4693,Nitendo Switch,Strategy games,2016-03-31,Free,117.49,0.0,3938.77,2021-08-31 13:29:48
25144,2017-02-22,16394,Brian George DDS,42,Female,jennifer04@gmail.com,165000,Married,13,Singapore,Asia,35921,2016-08-01,2016-12-29,20667,"Perez, Hill and Robinson CmI_6274",Xbox,Puzzle games,2015-01-22,Purchase,0.0,908.72,4217.35,2021-08-31 13:29:48
28698,2019-11-23,16777,Craig Jackson,30,Male,martintroy@yahoo.com,180000,Single,2,Japan,Asia,21671,2018-04-20,2019-06-10,21136,"Perry, Morgan and Diaz Yar_3322",Nitendo Switch,Adventure games,2015-11-10,Purchase,0.0,968.69,4880.42,2021-08-31 13:29:48
78625,2018-02-27,15776,Alison Smith,37,Male,valerie67@yahoo.com,50000,Single,12,China,Asia,25404,2015-09-24,2017-12-09,20688,"Watkins, Williams and Dixon TuS_0414",PC,Sports games,2015-02-07,Free,368.62,0.0,3133.28,2021-08-31 13:29:48
21613,2019-01-21,16167,Cody Nelson,59,Female,james99@hotmail.com,160000,Single,13,Singapore,Asia,68499,2015-10-16,2018-09-10,21395,Moon LLC Vwu_5520,SmartPhone/Tablet,Action-adventure games,2015-05-06,Purchase,0.0,858.36,3483.7,2021-08-31 13:29:48
1890,2020-09-03,16366,Vincent Johnson,28,Female,loweryjoseph@hotmail.com,85000,Married,4,Australia,Australia,73825,2019-08-12,2020-06-05,21459,"Rose, Greene and Forbes FiY_8243",PC,Sports games,2018-07-15,Purchase,0.0,216.49,61.32,2021-08-31 13:29:48
85945,2018-03-14,16703,Ashley Haynes,20,Female,benjamin05@hotmail.com,30000,Married,5,South Korea,Asia,01613,2016-12-14,2017-11-13,20688,Dennis-Stevenson zAl_0524,Nitendo Switch,Role-playing games,2015-05-06,Free,52.32,0.0,2243.29,2021-08-31 13:29:48
34627,2019-09-26,16439,Michelle Turner MD,54,Male,nroberts@yahoo.com,100000,Married,3,Taiwan,Asia,48077,2017-05-02,2019-07-21,21701,"Reyes, Mitchell and Dalton fRG_1062",PC,Action-adventure games,2016-10-18,Purchase,0.0,260.23,2532.63,2021-08-31 13:29:48
4338,2020-08-28,16915,Sarah Smith,11,Male,ewashington@gmail.com,1500,Single,8,Canada,Europe,91440,2019-08-31,2020-06-01,21146,"Barnes, Noble and Gonzalez Jgp_3916",SmartPhone/Tablet,Sports games,2018-02-20,Purchase,0.0,589.63,419.33,2021-08-31 13:29:48
26481,2020-10-09,16458,Joseph Shields,48,Male,russoroger@yahoo.com,195000,Married,8,Canada,Europe,78111,2018-01-31,2020-07-27,21503,"Garcia, Sullivan and Washington bFe_3946",Nitendo Switch,Sports games,2015-09-21,Free,195.93,0.0,1151.68,2021-08-31 13:29:48
10586,2017-01-30,16384,Nicholas Long,12,Male,lyork@yahoo.com,7000,Single,9,New Zealand,Europe,46649,2016-01-12,2016-09-19,20345,Mccormick Inc GqR_2723,Nitendo Switch,Role-playing games,2015-01-09,Purchase,0.0,183.4,341.86,2021-08-31 13:29:48
24926,2020-03-15,15666,Robert Brown,40,Male,jose40@hotmail.com,20000,Single,9,New Zealand,Europe,13545,2019-08-01,2019-12-24,20584,"Wilkins, Cooper and Thompson sNP_4047",PC,Action-adventure games,2017-10-11,Free,112.04,0.0,3057.05,2021-08-31 13:29:48
69,2017-11-23,16601,Carolyn Sheppard,51,Male,trevorsharp@gmail.com,40000,Single,8,Canada,Europe,94544,2017-03-11,2017-10-13,21652,"Jackson, Waters and Taylor SUj_2403",SmartPhone/Tablet,Action-adventure games,2015-09-28,Free,359.78,0.0,824.7,2021-08-31 13:29:48
19896,2018-06-10,16960,Stephanie Wilkins,13,Female,francolauren@hotmail.com,9000,Single,20,Ireland,Europe,35474,2017-12-04,2018-05-09,21512,Clark-Torres tRH_5821,Nitendo Switch,Role-playing games,2016-04-09,Purchase,0.0,136.1,2314.21,2021-08-31 13:29:48
40934,2020-11-02,16895,Mark Morrison,25,Female,ronald81@hotmail.com,55000,Single,19,United Arab Emirates,Asia,09995,2019-05-14,2020-06-27,21745,"Chapman, Mills and Sherman Llw_9190",Xbox,Simulation games,2018-10-10,Free,112.73,0.0,2121.94,2021-08-31 13:29:48
78224,2020-12-12,16773,Kayla Hensley DDS,13,Male,noah68@hotmail.com,7500,Single,1,United States,North America,04823,2016-08-18,2020-07-23,21850,Brown-Clark QaH_9770,Xbox,Role-playing games,2016-05-03,Purchase,0.0,505.77,1466.95,2021-08-31 13:29:48
55107,2019-11-13,15705,Michael Shepard,34,Male,clayton67@gmail.com,30000,Married,17,Sweden,Europe,75199,2016-06-02,2019-08-15,20832,"Reed, Curry and Carter PSj_5931",PlayStation,Strategy games,2016-01-05,Purchase,0.0,594.74,1378.76,2021-08-31 13:29:48
27825,2017-04-17,16465,Marisa Benson,31,Male,treese@gmail.com,150000,Married,19,United Arab Emirates,Asia,19621,2016-01-12,2017-01-04,21271,Mcknight Group ZHO_5573,PC,Action games,2015-06-23,Free,473.48,0.0,4743.7,2021-08-31 13:29:48
77493,2020-10-26,16930,Yvette Becker,49,Female,laura24@gmail.com,30000,Married,6,Hong Kong,Asia,48725,2019-01-11,2020-07-07,21304,Rivera-Curtis Nkh_0890,PC,Idle games,2018-07-15,Purchase,0.0,787.03,3550.0,2021-08-31 13:29:48
67228,2018-08-29,16653,Dr. Gabriela Anderson,6,Female,oliviawalsh@hotmail.com,1000,Single,16,Denmark,Europe,92163,2016-07-31,2018-05-30,20287,Finley LLC KKW_2879,SmartPhone/Tablet,Adventure games,2015-05-09,Free,426.55,0.0,4997.38,2021-08-31 13:29:48
16588,2017-05-09,16318,Courtney Shields,30,Female,mcmillankristin@hotmail.com,55000,Married,3,Taiwan,Asia,88382,2015-08-01,2017-04-08,20826,Fischer PLC FPC_1745,PlayStation,Adventure games,2015-07-23,Purchase,0.0,267.55,639.16,2021-08-31 13:29:48
8667,2020-06-08,16641,Suzanne Martinez,60,Female,andreafarley@gmail.com,75000,Married,19,United Arab Emirates,Asia,59589,2019-05-19,2020-01-14,21321,Pearson-Wallace fBy_2083,PlayStation,Simulation games,2017-10-10,Purchase,0.0,723.61,4596.73,2021-08-31 13:29:48
81944,2019-11-27,15820,Michael Floyd,18,Female,danny17@yahoo.com,100000,Married,14,Switzerland,Europe,10370,2019-01-08,2019-10-06,21198,Taylor-Lewis djw_2684,SmartPhone/Tablet,Idle games,2016-06-26,Free,484.94,0.0,3592.42,2021-08-31 13:29:48
49386,2020-06-05,16014,Elizabeth Reid,32,Male,karina48@gmail.com,100000,Married,20,Ireland,Europe,97936,2019-04-12,2020-02-23,21882,Moore Ltd oaH_7370,Xbox,Action games,2018-06-02,Free,341.96,0.0,2298.96,2021-08-31 13:29:48
79305,2020-01-22,16096,Alyssa Marshall,7,Male,swalker@yahoo.com,5000,Single,3,Taiwan,Asia,69434,2017-08-06,2019-11-05,20847,"Robinson, Schultz and Hart Tnp_3781",Xbox,Sports games,2017-06-05,Purchase,0.0,515.15,3939.7,2021-08-31 13:29:48
88031,2020-01-19,16177,Robert Choi,19,Female,martin28@hotmail.com,30000,Single,17,Sweden,Europe,28357,2018-10-18,2019-12-14,20910,"Li, Baker and Nguyen BSr_6505",SmartPhone/Tablet,Action games,2016-08-31,Free,317.31,0.0,3036.68,2021-08-31 13:29:48
68832,2017-05-02,16830,Andrew Taylor,39,Female,robertmason@gmail.com,75000,Married,17,Sweden,Europe,05089,2016-04-20,2016-12-31,21289,"Deleon, Baker and Jackson OWx_0057",Xbox,Sports games,2015-08-22,Free,434.31,0.0,1690.4,2021-08-31 13:29:48
19879,2018-04-17,16500,Dr. Christy Kennedy,10,Female,christopher13@gmail.com,3500,Single,10,Norway,Europe,64607,2016-06-28,2017-11-16,21672,Beltran-Watson uRw_5636,Nitendo Switch,Adventure games,2015-07-04,Purchase,0.0,719.52,3605.21,2021-08-31 13:29:48
48754,2019-05-04,15783,Michael Herman,35,Male,dstafford@gmail.com,45000,Single,4,Australia,Australia,87492,2018-04-29,2019-03-10,21142,"Lewis, Smith and Reid YyC_5648",SmartPhone/Tablet,Adventure games,2016-06-05,Purchase,0.0,300.06,875.46,2021-08-31 13:29:48
67709,2020-04-29,16931,Brett Jones,27,Female,msmith@hotmail.com,80000,Single,16,Denmark,Europe,55719,2018-11-25,2020-03-13,20270,Jones Group ypE_6356,PC,Action-adventure games,2016-12-17,Purchase,0.0,494.27,69.58,2021-08-31 13:29:48
30392,2019-09-05,16800,Mrs. Daisy Leonard,22,Female,ryanjones@hotmail.com,130000,Single,2,Japan,Asia,57128,2018-04-25,2019-05-29,20739,Garrett-Martinez Awb_8066,Xbox,Puzzle games,2015-04-07,Purchase,0.0,898.69,955.79,2021-08-31 13:29:48
15001,2019-03-02,16591,Susan Lowe,24,Male,omartinez@hotmail.com,95000,Married,4,Australia,Australia,84173,2017-11-29,2018-12-24,21657,Spence-Kennedy sbF_7538,PC,Adventure games,2016-10-25,Purchase,0.0,964.91,2928.9,2021-08-31 13:29:48
64181,2018-08-09,16173,Jessica Lee,10,Female,amyhernandez@hotmail.com,9500,Single,11,Germany,Europe,07389,2017-10-12,2018-06-23,20496,Bryant Group tqx_0830,PlayStation,Sports games,2016-10-28,Free,355.3,0.0,1726.79,2021-08-31 13:29:48
38126,2019-05-03,16026,Ethan Estrada MD,13,Male,jonathanrichardson@yahoo.com,8500,Single,13,Singapore,Asia,43040,2017-07-30,2019-03-15,21451,"Zuniga, Mcclure and Harrison kYg_4837",PlayStation,Strategy games,2017-02-15,Free,277.81,0.0,911.71,2021-08-31 13:29:48
61588,2020-04-26,16507,Tanner Kelly,25,Male,hardybrett@hotmail.com,165000,Married,17,Sweden,Europe,11851,2018-04-07,2019-12-28,20500,"Orozco, Herrera and Molina Ggr_5924",PlayStation,Adventure games,2017-09-08,Free,306.14,0.0,533.25,2021-08-31 13:29:48
24258,2018-07-14,16103,Brian Smith,27,Male,millerjason@gmail.com,135000,Married,15,South Africa,Europe,19297,2017-08-09,2018-05-06,21013,Gates-Diaz fIc_9958,Nitendo Switch,Strategy games,2015-10-24,Free,464.32,0.0,3659.82,2021-08-31 13:29:48
75735,2018-01-17,16632,Nicole Robinson,29,Male,michaelcarter@gmail.com,75000,Single,11,Germany,Europe,95259,2016-12-12,2017-12-15,21864,Murphy Inc QHQ_0758,SmartPhone/Tablet,Sports games,2016-04-23,Free,455.03,0.0,3325.81,2021-08-31 13:29:48
53865,2017-07-08,15747,Erica Martinez,21,Female,mclaughlinjason@gmail.com,50000,Single,4,Australia,Australia,43483,2017-01-12,2017-01-12,21117,Hoffman-Castillo TAm_7611,Nitendo Switch,Puzzle games,2015-07-12,Free,27.08,0.0,4770.1,2021-08-31 13:29:48
21554,2020-02-08,16843,Donald Fisher,48,Female,smithamy@yahoo.com,185000,Married,6,Hong Kong,Asia,93850,2019-05-08,2019-09-21,21044,Randolph Inc lYl_0766,SmartPhone/Tablet,Action-adventure games,2017-07-15,Purchase,0.0,888.51,4134.1,2021-08-31 13:29:48
28214,2017-11-04,16819,John Murphy,60,Male,dwright@gmail.com,65000,Single,5,South Korea,Asia,90940,2016-06-10,2017-09-12,21404,Mason Group ivw_1237,SmartPhone/Tablet,Sports games,2015-02-02,Purchase,0.0,296.11,458.87,2021-08-31 13:29:48
12539,2019-07-26,16238,Phillip Brown,48,Female,nancyhughes@yahoo.com,155000,Married,12,China,Asia,92044,2015-12-29,2019-05-21,21153,"Gomez, Smith and Booker MxU_7007",PlayStation,Puzzle games,2015-04-10,Free,188.92,0.0,3293.22,2021-08-31 13:29:48
47423,2019-11-09,16347,Tamara Johnson,12,Female,theresa10@gmail.com,10500,Single,9,New Zealand,Europe,40136,2017-10-07,2019-07-20,20643,"Mendez, Nguyen and Robertson KXQ_0045",Nitendo Switch,Action-adventure games,2017-05-15,Free,105.7,0.0,2144.31,2021-08-31 13:29:48
59812,2017-06-22,16862,Amber Howard,52,Female,jenniferstanley@hotmail.com,65000,Single,12,China,Asia,26932,2016-10-25,2017-01-27,21002,Washington-Dennis GnQ_2754,Nitendo Switch,Action-adventure games,2015-03-27,Purchase,0.0,658.03,4312.06,2021-08-31 13:29:48
44558,2018-05-16,16046,William Smith,8,Female,bradleypaula@gmail.com,2500,Single,17,Sweden,Europe,41930,2017-04-26,2018-02-12,20218,Smith-Walker ooY_5784,SmartPhone/Tablet,Puzzle games,2015-01-21,Purchase,0.0,257.51,1470.81,2021-08-31 13:29:48
56296,2020-01-30,16543,Mary Arroyo,50,Male,sabrinajones@yahoo.com,130000,Single,3,Taiwan,Asia,93305,2018-03-21,2019-08-03,20837,Walker-Mann IFD_3149,Xbox,Role-playing games,2017-01-01,Purchase,0.0,902.72,176.13,2021-08-31 13:29:48
43830,2018-08-01,15960,Jason Miller,17,Male,laura39@hotmail.com,6000,Single,10,Norway,Europe,98876,2016-05-11,2018-04-10,20231,Wilkinson-Edwards gan_8902,Xbox,Idle games,2015-07-15,Free,393.74,0.0,2061.54,2021-08-31 13:29:48
6828,2017-08-21,16690,Daniel Carroll,12,Female,susanwright@yahoo.com,1500,Single,19,United Arab Emirates,Asia,01867,2016-06-15,2017-07-12,21150,Rivas-Velazquez mpO_0894,PC,Adventure games,2015-01-11,Purchase,0.0,795.47,3117.93,2021-08-31 13:29:48
17228,2020-07-26,15681,Jessica Mccoy,17,Female,daniellecooper@hotmail.com,9500,Single,10,Norway,Europe,57961,2019-04-26,2020-02-17,20441,"Ryan, Carter and Fritz DLr_5560",PC,Sports games,2016-09-10,Free,128.84,0.0,4976.13,2021-08-31 13:29:48
44981,2018-10-10,16380,William Evans,40,Male,pricebrian@hotmail.com,20000,Single,11,Germany,Europe,13829,2017-04-14,2018-07-02,21188,"Gaines, Santos and Griffin FeO_3684",PlayStation,Idle games,2016-12-12,Purchase,0.0,794.08,3300.45,2021-08-31 13:29:48
22921,2019-10-02,16214,John Bates,45,Male,thomaskelly@yahoo.com,200000,Married,4,Australia,Australia,68961,2016-10-02,2019-06-14,20464,Hooper-Curtis QsD_6910,Xbox,Action-adventure games,2015-03-28,Free,42.56,0.0,1593.17,2021-08-31 13:29:48
28793,2017-08-25,16481,Christine Grimes,19,Female,taylordawn@hotmail.com,140000,Married,8,Canada,Europe,57281,2016-12-31,2017-05-05,21418,Cooley LLC Bnd_0968,SmartPhone/Tablet,Sports games,2015-12-16,Free,471.68,0.0,195.57,2021-08-31 13:29:48
33964,2020-07-03,15996,Alicia Perez,8,Male,andrewparker@hotmail.com,1500,Single,2,Japan,Asia,39688,2018-10-15,2020-04-22,20816,"Michael, Scott and Pierce Cqk_2878",SmartPhone/Tablet,Action games,2017-11-24,Free,207.71,0.0,4360.25,2021-08-31 13:29:48
11539,2019-12-14,16229,Eric Randolph,38,Female,bjackson@hotmail.com,160000,Single,19,United Arab Emirates,Asia,35254,2017-09-16,2019-08-10,20709,"Small, Mclaughlin and Hamilton Qch_1345",SmartPhone/Tablet,Puzzle games,2016-09-05,Purchase,0.0,546.6,597.37,2021-08-31 13:29:48
55408,2019-12-07,16161,Andrew Williams,5,Male,perryrichard@yahoo.com,9500,Single,6,Hong Kong,Asia,06868,2018-05-06,2019-09-29,20842,Cole-Gonzalez VzC_8207,Xbox,Adventure games,2017-03-09,Free,94.91,0.0,4853.76,2021-08-31 13:29:48
83506,2017-03-09,15932,Alexandra Welch DVM,29,Female,mgarrett@hotmail.com,105000,Single,15,South Africa,Europe,15256,2016-07-12,2016-12-01,20283,Mccarthy-Sherman FpK_2861,SmartPhone/Tablet,Sports games,2015-06-10,Purchase,0.0,153.62,3291.33,2021-08-31 13:29:48
5182,2020-10-10,16477,Connor Jones,15,Male,marcusburton@gmail.com,7500,Single,14,Switzerland,Europe,18739,2019-08-07,2020-06-21,20449,Rose PLC Mnf_5309,Nitendo Switch,Strategy games,2016-05-24,Free,270.82,0.0,818.56,2021-08-31 13:29:48
14499,2020-02-02,16346,Jaime Wilson,53,Male,morgansimpson@yahoo.com,165000,Single,2,Japan,Asia,55405,2017-02-13,2019-11-04,20713,Hughes and Sons adT_9608,SmartPhone/Tablet,Action-adventure games,2017-01-31,Free,61.48,0.0,3050.25,2021-08-31 13:29:48
19418,2019-07-04,15771,Megan Edwards,16,Female,charlesdavidson@hotmail.com,4000,Single,2,Japan,Asia,26884,2017-06-15,2019-05-18,20718,Carrillo Ltd Kjn_4663,SmartPhone/Tablet,Sports games,2016-10-14,Purchase,0.0,848.41,1198.71,2021-08-31 13:29:48
49370,2018-10-28,16414,Kenneth Stephens,21,Female,samuel94@yahoo.com,90000,Single,9,New Zealand,Europe,09625,2017-03-25,2018-09-19,21214,Murphy PLC pjy_5364,Xbox,Simulation games,2015-07-21,Free,262.32,0.0,877.75,2021-08-31 13:29:48
85875,2020-04-15,16311,Eric Velazquez,10,Female,sheacraig@yahoo.com,7500,Single,11,Germany,Europe,92381,2016-09-12,2020-01-20,20417,Barker-Terrell Ork_7588,PC,Role-playing games,2015-04-24,Free,292.25,0.0,4202.65,2021-08-31 13:29:48
63752,2017-12-09,16376,Leonard Combs,9,Male,umarshall@yahoo.com,5500,Single,4,Australia,Australia,75080,2016-11-23,2017-10-18,20778,Martin PLC nlY_3562,Nitendo Switch,Idle games,2015-02-21,Free,399.11,0.0,766.16,2021-08-31 13:29:48
88160,2020-04-12,16184,Michelle Fisher,15,Female,lewisnicholas@gmail.com,5000,Single,11,Germany,Europe,63828,2017-08-01,2019-11-30,21181,Gordon Inc jlR_6866,Xbox,Action-adventure games,2017-03-28,Free,471.83,0.0,529.1,2021-08-31 13:29:48
67125,2020-01-20,16533,Denise Davidson,34,Male,dharris@yahoo.com,60000,Single,4,Australia,Australia,99936,2018-03-23,2019-10-08,21257,Moore-Green gdj_1332,Xbox,Strategy games,2017-07-29,Purchase,0.0,637.61,1009.22,2021-08-31 13:29:48
1932,2020-12-16,15693,Clifford Pierce,60,Male,edominguez@hotmail.com,35000,Single,6,Hong Kong,Asia,66413,2020-02-02,2020-10-19,21528,Kline Group fJK_2148,PC,Sports games,2017-10-28,Purchase,0.0,841.58,4348.17,2021-08-31 13:29:48
70818,2020-01-05,16295,Christine Chambers,56,Female,martinjustin@yahoo.com,60000,Married,10,Norway,Europe,77905,2018-05-15,2019-08-25,20373,Garcia Ltd SyV_3551,SmartPhone/Tablet,Action-adventure games,2015-09-10,Free,298.38,0.0,4410.17,2021-08-31 13:29:48
47309,2017-10-03,15978,Shari Boyd,53,Female,laura29@yahoo.com,100000,Married,8,Canada,Europe,87601,2015-12-29,2017-04-13,20676,"Foster, Johnson and Bartlett IXB_1712",Nitendo Switch,Strategy games,2015-03-02,Free,411.51,0.0,3893.81,2021-08-31 13:29:48
